journal	IF2023	quartile2023
ECON J WATCH	0.3	Q4
ECON LETT	2.1	Q2
ECON MODEL	4.2	Q1
ECON PHILOS	1.2	Q3
ECON POLICY	4.5	Q1
ECON POLIT (BOLOGNA)	2.8	Q1
ECON POLIT STUD	1.5	Q2
ECON REC	1.1	Q3
ECON SOC	4	Q1
ECON SOC REV (IREL)	0.2	Q4
ECON SYST	2.8	Q1
ECON SYST RES	1.8	Q2
ECON THEORY	1	Q3
ECON VOICE	0.4	Q4
ECONOM J	2.9	Q1
ECONOM REV	0.8	Q3
ECONOM STAT	2	Q1
ECONOMETRICA	6.6	Q1
ECONOMIA	0.4	Q4
ECONOMIST (LEIDEN)	2.4	Q2
ECOPSYCHOLOGY	2	Q2
ECOSPHERE	2.7	Q2
ECOSYST PEOPLE (ABINGDON)	3.5	Q2
ECOSYST SERV	6.1	Q1
ECOSYSTEMS	3.4	Q2
ECOTOXICOL ENVIRON SAF	6.2	Q1
ECOTOXICOLOGY	2.4	Q3
ECS J SOLID STATE SCI TECHNOL	1.8	Q3
ECUM REV	0.1	NA
EDUC 3 13	0.9	Q3
EDUC ACTION RES	0.8	Q3
EDUC ADM Q	2.4	Q1
EDUC ASSESS	2.1	Q1
EDUC ASSESS EVAL ACCOUNT	2.8	Q1
EDUC CITIZSH SOC JUSTICE	0.7	Q3
EDUC EVAL POLICY ANAL	2.4	Q1
EDUC FINANCE POLICY	1.7	Q2
EDUC FORUM	1.5	Q2
EDUC FRANCOPH	0.2	Q4
EDUC GERONTOL	1.1	Q3
EDUC HEALTH (ABINGDON)	0.9	Q3
EDUC INF TECHNOL (DORDR)	4.8	Q1
EDUC LEADERSH	0.4	Q4
EDUC POLICY (LOS ALTOS CALIF)	1.6	Q2
EDUC POLICY ANAL ARCH	0.6	Q3
EDUC PRIM CARE	1.5	Q3
EDUC PSYCHOL	14.3	Q1
EDUC PSYCHOL (LOND)	3.6	Q1
EDUC PSYCHOL MEAS	2.1	Q2
EDUC PSYCHOL PRACT	1	Q4
EDUC PSYCHOL REV	10.1	Q1
EDUC RES	5.4	Q1
EDUC RES (WINDSOR)	2.7	Q1
EDUC RES EVAL	2.3	Q1
EDUC RES POLICY PRACT	1.2	Q2
EDUC RES REV	9.6	Q1
EDUC REV (BIRM)	3.1	Q1
EDUC SCI (BASEL)	2.5	Q1
EDUC STUD	1.8	Q2
EDUC STUD MATH	3.4	Q1
EDUC TECHNOL RES DEV	3.3	Q1
EDUC THEORY	1	Q3
EDUC TRAIN AUTISM DEV DISABIL	0.7	Q4
EDUC TREAT CHILDREN	1.7	Q2
EDUC URBAN SOC	0.8	Q3
EFOOD	4	Q2
EFORT OPEN REV	4.3	Q1
EFSA J	3.3	Q2
EGIT PSIKOL OLCME DEGER DERG	0.5	Q4
EGYPT HEART J	1.4	Q3
EGYPT J CHEM	1.1	Q3
EGYPT J CHEST DIS TUBERC	0.2	Q4
EGYPT J FORENSIC SCI	1.3	Q3
EGYPT J INTERN MED	1	Q3
EGYPT J MED HUM GENET	1.2	Q4
EGYPT J NEUROL PSYCHIATR NEUROSURG	1.1	Q4
EGYPT LIVER J	0.8	Q4
EGYPT RHEUMATOL	1	Q4
EIGHTEENTH CENTURY LIFE	0.1	NA
EIGHTEENTH CENTURY STUD	0.4	NA
EINSTEIN (SAO PAULO)	1.1	Q2
EIRE IREL	0.2	NA
EJNMMI PHYS	3	Q2
EJNMMI RADIOPHARM CHEM	4.4	Q1
EJNMMI RES	3.1	Q1
EJVES VASC FORUM	1.4	Q3
EKON CAS	0.4	Q4
EKON PREGL	0.3	Q4
ELECT LAW J	1.3	Q2
ELECT STUD	2.9	Q1
ELECTR ENG (BERL)	1.6	Q3
ELECTROANALYSIS	2.7	Q3
ELECTROCATALYSIS (N Y)	2.7	Q3
ELECTROCHEM COMMUN	4.7	Q2
ELECTROCHEM ENERG REV	28.4	Q1
ELECTROCHEM SCI ADV	2.9	Q2
ELECTROCHEM SOC INTERFACE	1.7	Q4
ELECTROCHEMISTRY (TOKYO)	2.7	Q3
ELECTROCHIM ACTA	5.5	Q1
ELECTROMAGN BIOL MED	1.6	Q4
ELECTROMAGN WAVES (CAMB)	6.1	Q1
ELECTRON COMMER RES APPL	5.9	Q1
ELECTRON COMMUN JPN	0.5	Q4
ELECTRON J BIOTECHNOL	2.3	Q3
ELECTRON J COMB	0.7	Q3
ELECTRON J PROBAB	1.3	Q2
ELECTRON J QUAL THEORY DIFFER EQU	1.1	Q2
ELECTRON J STAT	1	Q3
ELECTRON LETT	0.7	Q4
ELECTRON MARK	7.1	Q1
ELECTRON RES ARCH	1	Q1
ELECTRON STRUCT	2.9	Q2
ELECTRONICS (BASEL)	2.6	Q2
ELECTROPHORESIS	3	Q2
ELEKTROTECH INFORMATIONSTECHNIK	0.5	Q4
ELEM SCH J	1.2	Q2
ELEMENTA (WASH D C)	4.7	Q1
ELEMENTS (QUE)	2.2	Q2
ELH	0.2	NA
ELIFE	6.4	Q1
ELIGHT	27.2	Q1
EMBO J	9.4	Q1
EMBO MOL MED	9	Q1
EMBO REP	6.5	Q1
EMERG ADULTHOOD	2.6	Q2
EMERG CONTAM	5.3	Q1
EMERG INFECT DIS	7.2	Q1
EMERG MED AUSTRALAS	1.7	Q2
EMERG MED CLIN NORTH AM	1.3	Q3
EMERG MED INT	1.2	Q3
EMERG MED J	2.7	Q1
EMERG MICROBES INFECT	8.4	Q1
EMERG RADIOL	1.7	Q3
EMERG THEMES EPIDEMIOL	3.6	Q1
EMERG TOP LIFE SCI	3.4	Q1
EMERGENCIAS	5.4	Q1
EMERGENT MATER	4.8	Q2
EMERITA	0.2	NA
EMI EDUC MEDIA INT	1.4	Q2
EMOT BEHAV DIFFIC	1.5	Q3
EMOT REV	3	Q1
EMOT SPACE SOC	1.9	Q1
EMOTION	3.4	Q1
EMPIR ECON	1.9	Q2
EMPIR MUSICOL REV	0.6	NA
EMPIR RES VOCAT EDUC TRAIN	1.6	Q2
EMPIR SOFTW ENG	3.5	Q1
EMPIRICA (DORDR)	1.9	Q2
EMU	0.9	Q3
ENCEPHALE	1.2	Q4
ENDANGER SPECIES RES	2.6	Q2
ENDEAVOUR	0.5	Q4
ENDOCR CONNECT	2.6	Q3
ENDOCR J	1.3	Q4
ENDOCR METAB IMMUNE DISORD DRUG TARGETS	2	Q3
ENDOCR PATHOL	11.3	Q1
ENDOCR PRACT	3.7	Q2
ENDOCR RELAT CANCER	4.1	Q2
ENDOCR RES	1.5	Q4
ENDOCR REV	22	Q1
ENDOCRINE	3	Q2
ENDOCRINOL DIABETES METAB	2.7	Q3
ENDOCRINOL DIABETES METAB CASE REP	0.7	Q4
ENDOCRINOL DIABETES NUTR (ENGL ED)	1.8	Q3
ENDOCRINOL METAB (SEOUL)	3.9	Q2
ENDOCRINOL METAB CLIN NORTH AM	4.8	Q1
ENDOCRINOLOGY	3.8	Q2
ENDOKRYNOL POL	2	Q3
ENDOSC INT OPEN	2.2	Q2
ENDOSC ULTRASOUND	4.4	Q1
ENDOSCOPY	11.5	Q1
ENERGIES (BASEL)	3	Q3
ENERGY (OXF)	9	Q1
ENERGY ADV	3.2	Q2
ENERGY BUILD	6.6	Q1
ENERGY CLIM CHANG	5.8	Q2
ENERGY CONVERS MANAG	9.9	Q1
ENERGY ECOL ENVIRON	3.9	Q3
ENERGY ECON	13.6	Q1
ENERGY EFFIC	3.2	Q3
ENERGY ENVIRON SCI	32.4	Q1
ENERGY FUELS	5.2	Q1
ENERGY NEXUS	8	Q1
ENERGY RES SOC SCI	6.9	Q1
ENERGY SCI ENG	3.5	Q3
ENERGY STORAGE MATER	18.9	Q1
ENERGY SUSTAIN DEV	4.4	Q2
ENERGY SUSTAIN SOC	4.6	Q2
ENERGY TECHNOL (WEINH)	3.6	Q3
ENERGYCHEM	22.2	Q1
ENEURO	2.7	Q3
ENFANCE	0.1	Q4
ENFERM CLIN	0.7	Q4
ENFERM INFECC MICROBIOL CLIN	2.6	Q3
ENFERM INTENSIVA	1.1	Q3
ENFOQUE UTE	0.6	Q3
ENG ANAL BOUND ELEM	4.2	Q1
ENG APPL ARTIF INTELL	7.5	Q1
ENG COMPUT (SWANSEA)	1.5	Q3
ENG ECON	1	Q4
ENG FAIL ANAL	4.4	Q1
ENG FRACT MECH	4.7	Q1
ENG GEOL	6.9	Q1
ENG LIFE SCI	3.9	Q2
ENG REP	1.8	Q3
ENG RES EXPRESS	1.5	Q2
ENG STRUCT	5.6	Q1
ENGAG SCI TECHNOL SOC	1	Q3
ENGINEERING (BEIJING)	10.1	Q1
ENGL HIST REV	0.5	Q1
ENGL LANG NOTES	0.2	NA
ENGL LIT RENAISS	0.6	NA
ENGL STUD (AMST)	0.3	NA
ENTERP INF SYST	4.4	Q1
ENTERP SOC	0.7	Q2
ENTERTAIN COMPUT	2.8	Q2
ENTOMOL EXP APPL	1.4	Q2
ENTOMOL NEWS	0.4	Q4
ENTOMOL RES	1.2	Q3
ENTOMOL SCI	0.7	Q4
ENTROPY (BASEL)	2.1	Q2
ENV POLIT	5.2	Q1
ENV SCI ADV	3.5	Q2
ENVIRON ARCHAEOL	1.2	Q3
ENVIRON BEHAV	5.2	Q1
ENVIRON BIOL FISHES	1.4	Q3
ENVIRON CHEM	2	Q3
ENVIRON CHEM LETT	15	Q1
ENVIRON COMMUN	3	Q2
ENVIRON CONSERV	2.2	Q3
ENVIRON DEV	4.7	Q2
ENVIRON DEV ECON	2.2	Q3
ENVIRON DEV SUSTAIN	4.7	Q2
ENVIRON EARTH SCI	2.8	Q2
ENVIRON ECOL STAT	3	Q1
ENVIRON EDUC RES	2.6	Q2
ENVIRON ENG MANAG J	0.9	Q4
ENVIRON ENG SCI	1.8	Q3
ENVIRON ENTOMOL	1.8	Q2
ENVIRON EPIDEMIOL	3.3	Q1
ENVIRON EPIGENET	4.8	Q1
ENVIRON ETHICS	1.1	Q3
ENVIRON EVID	3.4	Q2
ENVIRON EXP BOT	4.5	Q1
ENVIRON FLUID MECH (DORDR)	1.7	Q3
ENVIRON GEOCHEM HEALTH	3.2	Q2
ENVIRON HAZARDS	1.7	Q3
ENVIRON HEALTH	5.3	Q1
ENVIRON HEALTH INSIGHTS	2.3	Q2
ENVIRON HEALTH PERSPECT	10.1	Q1
ENVIRON HEALTH PREV MED	4	Q1
ENVIRON HIST CAMB	0.8	Q1
ENVIRON HIST DURH N C	0.6	Q1
ENVIRON HUMANIT	1.2	NA
ENVIRON IMPACT ASSESS REV	9.8	Q1
ENVIRON INNOV SOC TRANSIT	5.7	Q1
ENVIRON INT	10.3	Q1
ENVIRON JUSTICE	1.7	Q3
ENVIRON MANAGE	2.7	Q3
ENVIRON MICROBIOL	4.3	Q2
ENVIRON MICROBIOL REP	3.6	Q2
ENVIRON MICROBIOME	6.2	Q1
ENVIRON MODEL ASSESS (DORDR)	2.7	Q3
ENVIRON MODEL SOFTW	4.8	Q1
ENVIRON MOL MUTAGEN	2.3	Q3
ENVIRON MONIT ASSESS	2.9	Q3
ENVIRON PLAN A	4.6	Q1
ENVIRON PLAN B URBAN ANAL CITY SCI	2.6	Q2
ENVIRON PLAN D	2.9	Q1
ENVIRON PLAN E NAT SPACE	3	Q1
ENVIRON POLICY GOV	3	Q2
ENVIRON POLLUT	7.6	Q1
ENVIRON PROG SUSTAIN ENERGY	2.1	Q4
ENVIRON RES	7.7	Q1
ENVIRON RES COMMUN	2.5	Q3
ENVIRON RES LETT	5.8	Q1
ENVIRON RESOUR ECON (DORDR)	3.2	Q2
ENVIRON SCI (CAMB)	3.5	Q2
ENVIRON SCI ATMOS	2.8	Q3
ENVIRON SCI ECOTECHNOL	14	Q1
ENVIRON SCI EUR	6	Q1
ENVIRON SCI NANO	5.8	Q2
ENVIRON SCI POLICY	4.9	Q1
ENVIRON SCI PROCESS IMPACTS	4.3	Q2
ENVIRON SCI TECHNOL	10.8	Q1
ENVIRON SCI TECHNOL LETT	8.9	Q1
ENVIRON SOC (N.Y.)	3.1	Q2
ENVIRON SOCIOL	2.4	Q3
ENVIRON SUSTAIN (SINGAP)	3	Q2
ENVIRON TECHNOL	2.2	Q3
ENVIRON TECHNOL INNOV	6.7	Q1
ENVIRON TOXICOL	4.4	Q1
ENVIRON TOXICOL CHEM	3.6	Q2
ENVIRON TOXICOL PHARMACOL	4.2	Q1
ENVIRON URBAN	2	Q2
ENVIRON VALUES	2.2	Q1
ENVIRONMENT	5	Q1
ENVIRONMENTS (BASEL)	3.5	Q2
ENVIRONMETRICS	1.5	Q2
ENZYME MICROB TECHNOL	3.4	Q2
EPIDEMICS	3	Q2
EPIDEMIOL HEALTH	2.2	Q2
EPIDEMIOL INFECT	2.5	Q2
EPIDEMIOL MIKROBIOL IMUNOL	0.5	Q4
EPIDEMIOL PREV	1.2	Q4
EPIDEMIOL PSYCHIATR SCI	5.9	Q1
EPIDEMIOL REV	5.2	Q1
EPIDEMIOLOGY	4.7	Q1
EPIGENET INSIGHTS	3.2	Q2
EPIGENETICS	2.9	Q2
EPIGENETICS CHROMATIN	4.2	Q1
EPIGENOMES	2.5	Q3
EPIGENOMICS	3	Q2
EPILEPSIA	6.6	Q1
EPILEPSIA OPEN	2.8	Q2
EPILEPSY BEHAV	2.3	Q2
EPILEPSY BEHAV REP	1.8	Q3
EPILEPSY CURR	5.8	Q1
EPILEPSY RES	2	Q3
EPILEPTIC DISORD	1.9	Q3
EPISTEME (EDINB)	1.3	NA
EPJ DATA SCI	3	Q1
EPJ QUANTUM TECHNOL	5.8	Q1
EPJ TECH INSTRUM	1	Q4
EPMA J	6	Q1
EQUAL DIVERS INCL	2	Q3
EQUINE VET EDUC	0.8	Q3
EQUINE VET J	2.4	Q1
EQUITY EXCELL EDUC	2.7	Q1
ERDE	1.2	Q3
ERDKUNDE	0.8	Q4
ERGO (ANN ARBOR)	0.5	NA
ERGON DES	0.7	Q4
ERGONOMICS	2	Q3
ERJ OPEN RES	4.3	Q1
ERKENNTNIS	0.8	NA
ERWERBSOBSTBAU (BERL)	1.2	Q3
ESAIM PROBAB STAT	0.6	Q4
ESC HEART FAIL	3.2	Q2
ESMO OPEN	7.1	Q1
ESOPHAGUS	2.2	Q3
ESPAC ABIERTO	0.3	Q3
ESPACE POPUL SOC	0.2	Q4
ESPRIT	0.1	NA
ESSAYS BIOCHEM	5.6	Q1
ESTUAR COAST SHELF SCI	2.6	Q2
ESTUARIES COAST	2.3	Q1
ESTUD ASIA AFR	0.1	Q3
ESTUD DEMOGR URBANOS COL MEX	0.3	Q4
ESTUD GEOGR	0.7	Q3
ESTUD HIST	0.4	Q1
ESTUD PSICOL	0.8	Q3
ETHICAL PERSPECT	0.1	NA
ETHICS	4.6	NA
ETHICS BEHAV	1.8	Q2
ETHICS INF TECHNOL	3.4	NA
ETHICS INT AFF	1.3	Q2
ETHICS POLICY ENVIRON	1.5	Q4
ETHICS SOC WELF	0.7	Q4
ETHIK MED	0.5	Q4
ETHIOP J HEALTH DEV	0.5	Q4
ETHIOP J HEALTH SCI	1.5	Q3
ETHN DIS	3.4	Q1
ETHN HEALTH	2.6	Q2
ETHN RACIAL STUD	2.1	Q2
ETHNICITIES	1.4	Q2
ETHNOARCHAEOLOGY	1.8	NA
ETHNOGR EDUC	1.1	Q3
ETHNOGRAPHY	0.8	Q3
ETHNOHISTORY	0.3	Q2
ETHNOL SCAND	0.2	NA
ETHNOLOGIES (QUE)	0.1	Q4
ETHNOPOLITICS	1.2	Q3
ETHNOS	1	Q2
ETHOL ECOL EVOL	1.3	Q2
ETHOLOGY	1.3	Q2
ETHOS	0.6	Q4
ETUD ANGL	0.1	NA
ETUD GER	0.1	NA
EUPHYTICA	1.6	Q3
EUR ACCOUNT REV	2.5	Q2
EUR ACTUAR J	0.8	Q3
EUR ADDICT RES	2.8	Q2
EUR ANN ALLERGY CLIN IMMUNOL	2.6	Q2
EUR ANN OTORHINOLARYNGOL HEAD NECK DIS	1.9	Q2
EUR ARCH OTORHINOLARYNGOL	1.9	Q2
EUR ARCH PAEDIATR DENT	2.3	Q2
EUR ARCH PSYCHIATRY CLIN NEUROSCI	3.5	Q2
EUR ASIA STUD	1.2	Q3
EUR BIOPHYS J	2.2	Q3
EUR BURN J	1	Q4
EUR CARDIOL	3.2	Q2
EUR CELL MATER	3.2	Q1
EUR CHILD ADOLESC PSYCHIATRY	6	Q1
EUR CLIN RESPIR J	1.8	Q3
EUR CYTOKINE NETW	2.2	Q4
EUR EAT DISORD REV	3.9	Q1
EUR ECON REV	2.8	Q1
EUR EDUC RES J	2.4	Q1
EUR ENDOD J	1.6	Q3
EUR FOOD RES TECHNOL	3	Q2
EUR GERIATR MED	3.5	Q2
EUR HEART J	37.6	Q1
EUR HEART J ACUTE CARDIOVASC CARE	3.9	Q1
EUR HEART J CARDIOVASC IMAGING	6.7	Q1
EUR HEART J CARDIOVASC PHARMACOTHER	5.3	Q1
EUR HEART J CASE REP	0.8	Q4
EUR HEART J DIGIT HEALTH	3.9	Q1
EUR HEART J QUAL CARE CLIN OUTCOMES	4.8	Q1
EUR HEART J SUPPL	1.7	Q3
EUR HIST Q	0.4	Q4
EUR J AGEING	3.7	Q1
EUR J AGRON	4.5	Q1
EUR J ANAESTHESIOL	4.2	Q1
EUR J ANAT	0.3	Q4
EUR J APPL MATH	2.3	Q1
EUR J APPL PHYSIOL	2.8	Q1
EUR J ARCHAEOL	1.2	NA
EUR J BREAST HEALTH	1.3	Q4
EUR J CANCER	7.6	Q1
EUR J CANCER CARE (ENGL)	1.8	Q2
EUR J CANCER PREV	2.1	Q3
EUR J CARDIOTHORAC SURG	3.1	Q1
EUR J CARDIOVASC NURS	2.9	Q1
EUR J CELL BIOL	4.5	Q2
EUR J CLIN INVEST	4.4	Q2
EUR J CLIN MICROBIOL INFECT DIS	3.7	Q2
EUR J CLIN NUTR	3.6	Q2
EUR J CLIN PHARMACOL	2.4	Q3
EUR J COMB	1	Q1
EUR J COMMUN	1.8	Q2
EUR J CONTRACEPT REPROD HEALTH CARE	1.9	Q3
EUR J CONTROL	2.5	Q2
EUR J CRIM POL RES	1.6	Q2
EUR J CRIMINOL	2	Q1
EUR J CULT STUD	1.9	Q1
EUR J DENT EDUC	1.7	Q2
EUR J DERMATOL	2	Q3
EUR J DEV PSYCHOL	1.9	Q3
EUR J DEV RES	2.5	Q2
EUR J DRUG METAB PHARMACOKINET	1.9	Q3
EUR J EDUC	2.8	Q1
EUR J EMERG MED	3.1	Q1
EUR J ENDOCRINOL	5.3	Q1
EUR J ENGL STUD	0.7	NA
EUR J ENTOMOL	1.1	Q3
EUR J EPIDEMIOL	7.7	Q1
EUR J FOR RES	2.6	Q1
EUR J GASTROENTEROL HEPATOL	2.3	Q3
EUR J GEN PRACT	2.3	Q2
EUR J GYNAECOL ONCOL	0.5	Q4
EUR J HAEMATOL	2.3	Q2
EUR J HEALTH ECON	3.1	Q1
EUR J HEALTH LAW	0.6	Q2
EUR J HEALTH PSYCHOL	1.3	Q3
EUR J HEART FAIL	16.9	Q1
EUR J HIST ECON THOUGHT	0.6	Q3
EUR J HISTOCHEM	2.1	Q4
EUR J HOSP PHARM	1.6	Q3
EUR J HUM GENET	3.7	Q2
EUR J HYBRID IMAGING	1.7	Q3
EUR J IMMUNOL	4.5	Q2
EUR J INF SYST	7.3	Q1
EUR J INFLAMM	0.6	Q4
EUR J INORG CHEM	2.2	Q3
EUR J INT RELAT	2.7	Q1
EUR J INTEGR MED	1.9	Q3
EUR J INTERN MED	5.9	Q1
EUR J INVESTIG HEALTH PSYCHOL EDUC	3	Q1
EUR J LAW ECON	1	Q2
EUR J LIPID SCI TECHNOL	1.8	Q3
EUR J MARK	3.7	Q2
EUR J MASS SPECTROM (CHICHESTER)	1.1	Q3
EUR J MATH	0.5	Q3
EUR J MECH A SOLIDS	4.4	Q1
EUR J MECH B FLUIDS	2.5	Q2
EUR J MED CHEM	6	Q1
EUR J MED CHEM REP	4	Q2
EUR J MED GENET	1.6	Q3
EUR J MED RES	2.8	Q2
EUR J MICROBIOL IMMUNOL (BP)	3.3	Q2
EUR J MIDWIFERY	1.5	Q3
EUR J MINERAL	1.8	Q2
EUR J NEUROL	4.5	Q1
EUR J NEUROSCI	2.7	Q3
EUR J NUCL MED MOL IMAGING	8.6	Q1
EUR J NUTR	4.1	Q2
EUR J OBSTET GYNECOL REPROD BIOL	2.1	Q3
EUR J OBSTET GYNECOL REPROD BIOL X	1.5	Q4
EUR J ONCOL NURS	2.7	Q3
EUR J OPHTHALMOL	1.4	Q3
EUR J ORAL SCI	1.8	Q2
EUR J ORTHOD	2.8	Q1
EUR J ORTHOP SURG TRAUMATOL	1.4	Q3
EUR J PAEDIATR DENT	2.2	Q2
EUR J PAEDIATR NEUROL	2.3	Q2
EUR J PAIN	3.5	Q2
EUR J PEDIATR	3	Q1
EUR J PEDIATR SURG	1.5	Q3
EUR J PERS	3.6	Q1
EUR J PHARM BIOPHARM	4.4	Q1
EUR J PHARM SCI	4.3	Q1
EUR J PHARMACOL	4.2	Q1
EUR J PHILOS	0.7	NA
EUR J PHILOS SCI	1.5	Q1
EUR J PHYCOL	2	Q2
EUR J PHYS	0.6	Q4
EUR J PHYS REHABIL MED	3.3	Q1
EUR J PHYSIOTHER	1.5	Q3
EUR J PLANT PATHOL	1.7	Q2
EUR J PLAST SURG	0.6	Q4
EUR J POLIT ECON	2.3	Q1
EUR J POLIT RES	3.6	Q1
EUR J POLITICAL THEORY	1.3	Q2
EUR J POPUL	1.9	Q2
EUR J PREV CARDIOL	8.4	Q1
EUR J PROBAT	0.8	Q4
EUR J PROSTHODONT RESTOR DENT	1.1	Q3
EUR J PROTISTOL	1.9	Q4
EUR J PSYCHIATRY	2.5	Q2
EUR J PSYCHOL	1.8	Q2
EUR J PSYCHOL ASSESS	3.2	Q2
EUR J PSYCHOTHER COUNS	0.4	Q4
EUR J PSYCHOTRAUMATOL	4.2	Q1
EUR J PUBLIC HEALTH	3.7	Q1
EUR J RADIOL	3.2	Q1
EUR J RADIOL OPEN	1.8	Q3
EUR J REMOTE SENS	3.7	Q2
EUR J RHEUMATOL	1.3	Q4
EUR J RISK REGUL	1.8	Q1
EUR J SOC PSYCHOL	2.8	Q2
EUR J SOC SECUR	1.5	Q3
EUR J SOC THEORY	2.3	Q2
EUR J SOC WORK	1.4	Q2
EUR J SOIL BIOL	3.7	Q2
EUR J SOIL SCI	4	Q2
EUR J SPEC NEEDS EDUC	2.6	Q1
EUR J SPORT SCI	2.4	Q2
EUR J SURG ONCOL	3.5	Q1
EUR J TRANSL MYOL	1.8	Q3
EUR J TRAUMA DISSOCIATION	2	Q3
EUR J TRAUMA EMERG SURG	1.9	Q2
EUR J VASC ENDOVASC SURG	5.7	Q1
EUR J WILDL RES	1.8	Q1
EUR J WOMENS STUD	1.4	Q2
EUR J WORK ORGAN PSYCHOL	4	Q1
EUR LAW REV	0.8	Q2
EUR LEG TOWAR NEW PARADIG	0.2	NA
EUR MANAG J	7.5	Q1
EUR NEUROL	2.1	Q3
EUR NEUROPSYCHOPHARMACOL	6.1	Q1
EUR ORAL RES	0.9	Q3
EUR PHY EDUC REV	2.6	Q1
EUR PHYS J A HADRON NUCL	2.6	Q2
EUR PHYS J B	1.6	Q3
EUR PHYS J C PART FIELDS	4.2	Q2
EUR PHYS J D AT MOL OPT PHYS	1.5	Q3
EUR PHYS J E SOFT MATTER	1.8	Q3
EUR PHYS J PLUS	2.8	Q2
EUR PHYS J SPEC TOP	2.6	Q2
EUR PLAN STUD	2.6	Q2
EUR POLICY ANAL	2.7	Q2
EUR POLYM J	5.8	Q1
EUR PSYCHIATRY	7.2	Q1
EUR PSYCHOL	3.9	Q1
EUR RADIOL	4.7	Q1
EUR RADIOL EXP	3.7	Q1
EUR RESPIR J	16.6	Q1
EUR RESPIR REV	9	Q1
EUR REV	0.8	Q2
EUR REV AGING PHYS ACT	3.7	Q2
EUR REV APPL PSYCHOL	1.3	Q3
EUR REV ECON HIST	1.2	Q1
EUR REV HIST	0.5	Q1
EUR REV SOC PSYCHOL	10.1	Q1
EUR SOC	2.3	Q2
EUR SOCIOL REV	3.1	Q1
EUR SPINE J	2.6	Q1
EUR STROKE J	5.8	Q1
EUR SURG	0.6	Q4
EUR SURG RES	1.7	Q2
EUR THYROID J	3.5	Q2
EUR TRANSP RES REV	5.1	Q1
EUR UNION POLIT	2.9	Q1
EUR URBAN REG STUD	2.8	Q1
EUR UROL	25.3	Q1
EUR UROL FOCUS	4.8	Q1
EUR UROL ONCOL	8.3	Q1
EUR UROL OPEN SCI	3.2	Q1
EURASIA SOIL SCI	1.4	Q4
EURASIAN GEOGR ECON	1.7	Q2
EURASIAN J MED	0.9	Q3
EURASIAN J MED ONCOL	0.8	Q4
EURASIP J ADV SIGNAL PROCESS	1.7	Q3
EURASIP J AUDIO SPEECH MUSIC PROCESS	1.7	Q3
EURASIP J IMAGE VIDEO PROCESS	2	Q3
EURASIP J INF SECUR	2.5	Q2
EURASIP J WIREL COMMUN NETW	2.3	Q3
EURE	0.6	Q4
EURO SURVEILL	9.9	Q1
EUROINTERVENTION	7.6	Q1
EUROMEDITERR J ENVIRON INTEGR	1.8	Q3
EUROPACE	7.9	Q1
EUROPEAN J ORG CHEM	2.5	Q2
EUROPEAN J PEDIATR SURG REP	0.6	Q4
EUROPHYS LETT	1.8	Q2
EVAL HEALTH PROF	2.2	Q2
EVAL PROGRAM PLANN	1.5	Q2
EVAL REV	3	Q1
EVALUATION (LOND)	2.4	Q1
EVID BASED LIBR INF PRACT	0.4	Q4
EVID BASED MENT HEALTH	6.6	Q1
EVID POLICY	1.8	Q2
EVODEVO	4.1	Q1
EVOL ANTHROPOL	4.6	Q1
EVOL APPL	3.5	Q1
EVOL BEHAV SCI	1.1	Q4
EVOL BIOINFORM ONLINE	1.7	Q3
EVOL BIOL	1.9	Q3
EVOL COMPUT	4.6	Q1
EVOL DEV	2.6	Q2
EVOL ECOL	1.8	Q3
EVOL HUM SCI	2.2	Q3
EVOL INTELL	2.3	Q3
EVOL LETT	3.4	Q2
EVOL MED PUBLIC HEALTH	3.3	Q1
EVOL PSYCHIATR (PARIS)	0.6	Q4
EVOL PSYCHOL	1.1	Q4
EVOL PSYCHOL SCI	1.4	Q3
EVOL SYST (BERL)	2.7	Q3
EVOLUTION	3.1	Q2
EXCEPT CHILD	2.2	Q1
EXCEPTIONALITY	0.6	Q4
EXCLI J	3.8	Q1
EXERC IMMUNOL REV	3.5	Q1
EXERC SPORT SCI REV	4.9	Q1
EXP AGING RES	1.4	Q3
EXP ANIM	2.2	Q1
EXP APPL ACAROL	1.8	Q2
EXP ASTRON (DORDR)	2.7	Q2
EXP BIOL MED (MAYWOOD)	2.8	Q2
EXP BRAIN RES	1.7	Q4
EXP CELL RES	3.3	Q2
EXP CLIN ENDOCRINOL DIABETES	1.6	Q4
EXP CLIN PSYCHOPHARMACOL	2.4	Q2
EXP CLIN TRANSPLANT	0.7	Q4
EXP COMPUT MULTIPH FLOW	4.2	Q1
EXP DERMATOL	3.5	Q1
EXP ECON	1.7	Q2
EXP EYE RES	3	Q1
EXP FLUIDS	2.3	Q2
EXP GERONTOL	3.3	Q2
EXP HEMATOL	2.5	Q3
EXP HEMATOL ONCOL	9.4	Q1
EXP LUNG RES	1.5	Q3
EXP MATH	0.7	Q2
EXP MECH	2	Q3
EXP MOL MED	9.5	Q1
EXP MOL PATHOL	2.8	Q2
EXP NEUROBIOL	1.8	Q4
EXP NEUROL	4.6	Q1
EXP PARASITOL	1.4	Q3
EXP PHYSIOL	2.6	Q2
EXP PSYCHOL	1.1	Q4
EXP TECH	1.5	Q3
EXP THER MED	2.4	Q3
EXP THERM FLUID SCI	2.8	Q2
EXPERT OPIN BIOL THER	3.6	Q2
